,gene_name,entrez_id
3319,OTX2,5015
3320,OVGP1,5016
3321,OVOL1,5017
3322,OXA1L,5018
3323,OXCT1,5019
3324,OXT,5020
3325,OXTR,5021
3326,P2RX1,5023
3327,P2RX3,5024
3328,P2RX4,5025
3329,P2RX5,5026
3330,P2RX7,5027
3331,P2RY1,5028
3332,P2RY2,5029
3333,P2RY4,5030
3334,P2RY6,5031
3335,P2RY11,5032
3336,P4HA1,5033
3337,P4HB,5034
3338,PA2G4,5036
3339,PEBP1,5037
3340,PABPC3,5042
3341,FURIN,5045
3342,PCSK6,5046
3343,PAEP,5047
3344,PAFAH1B1,5048
3345,PAFAH1B2,5049
3346,PAFAH1B3,5050
3347,PAFAH2,5051
3348,PRDX1,5052
3349,PAH,5053
3350,SERPINE1,5054
3351,SERPINB2,5055
3352,PAK1,5058
3353,PAK2,5062
3354,PAK3,5063
3355,PALM,5064
3356,PAM,5066
3357,CNTN3,5067
3358,REG3A,5068
3359,PAPPA,5069
3360,PRKN,5071
3361,PARN,5073
3362,PAWR,5074
3363,PAX1,5075
3364,PAX2,5076
3365,PAX3,5077
3366,PAX4,5078
3367,PAX5,5079
3368,PAX6,5080
3369,PAX7,5081
3370,PDCL,5082
3371,PAX9,5083
3372,PBX1,5087
3373,PBX2,5089
3374,PBX3,5090
3375,PC,5091
3376,PCBD1,5092
3377,PCBP1,5093
3378,PCBP2,5094
3379,PCCA,5095
3380,PCCB,5096
3381,PCDH1,5097
3382,PCDHGC3,5098
3383,PCDH7,5099
3384,PCDH8,5100
3385,PCDH9,5101
3386,SERPINA5,5104
3387,PCK1,5105
3388,PCK2,5106
3389,PCM1,5108
3390,PCMT1,5110
3391,PCNA,5111
3392,PCNT,5116
3393,PCOLCE,5118
3394,CHMP1A,5119
3395,PCP4,5121
3396,PCSK1,5122
3397,PCSK5,5125
3398,PCSK2,5126
3399,CDK16,5127
3400,CDK17,5128
3401,CDK18,5129
3402,PCYT1A,5130
3403,PDC,5132
3404,PDCD1,5133
3405,PDCD2,5134
3406,PDE1A,5136
3407,PDE1C,5137
3408,PDE2A,5138
3409,PDE3A,5139
3410,PDE3B,5140
3411,PDE4A,5141
3412,PDE4B,5142
3413,AC008397.2,5143
3414,PDE4D,5144
3415,PDE6A,5145
3416,PDE6C,5146
3417,PDE6D,5147
3418,PDE6G,5148
3419,PDE6H,5149
3420,PDE7A,5150
3421,PDE8A,5151
3422,PDE9A,5152
3423,PDE1B,5153
3424,PDGFA,5154
3425,PDGFB,5155
3426,PDGFRA,5156
3427,PDGFRL,5157
3428,PDE6B,5158
3429,PDGFRB,5159
3430,PDHA1,5160
3431,PDHA2,5161
3432,PDHB,5162
3433,PDK1,5163
3434,PDK2,5164
3435,PDK3,5165
3436,PDK4,5166
3437,ENPP1,5167
3438,ENPP2,5168
3439,ENPP3,5169
3440,PDPK1,5170
3441,SLC26A4,5172
3442,PDYN,5173
3443,PDZK1,5174
3444,PECAM1,5175
3445,SERPINF1,5176
3446,PEG3,5178
3447,PENK,5179
3448,PEPD,5184
3449,PER1,5187
3450,GATB,5188
3451,PEX1,5189
3452,PEX6,5190
3453,PEX7,5191
3454,PEX10,5192
3455,PEX12,5193
3456,PEX13,5194
3457,PEX14,5195
3458,PF4,5196
3459,PF4V1,5197
3460,PFAS,5198
3461,CFP,5199
3462,PFDN1,5201
3463,PFDN2,5202
3464,PFDN4,5203
3465,PFDN5,5204
3466,ATP8B1,5205
3467,PFKFB1,5207
3468,PFKFB2,5208
3469,PFKFB3,5209
3470,PFKFB4,5210
3471,PFKL,5211
3472,VIT,5212
3473,PFKM,5213
3474,PFKP,5214
3475,PFN1,5216
3476,PFN2,5217
3477,CDK14,5218
3478,PGA5,5222
3479,PGAM1,5223
3480,PGAM2,5224
3481,PGC,5225
3482,PGD,5226
3483,PGF,5228
3484,PGGT1B,5229
3485,PGK1,5230
3486,PGK2,5232
3487,PGK1P2,5233
3488,PGM1,5236
3489,PGM3,5238
3490,PGM5,5239
3491,PGR,5241
3492,ABCB1,5243
3493,ABCB4,5244
3494,PHB,5245
3495,SLC25A3,5250
3496,PHEX,5251
3497,PHF1,5252
3498,PHF2,5253
3499,PHKA1,5255
3500,PHKA2,5256
3501,PHKB,5257
3502,PHKBP1,5258
3503,PHKG1,5260
3504,PHKG2,5261
3505,PHYH,5264
3506,SERPINA1,5265
3507,PI3,5266
3508,SERPINA4,5267
3509,SERPINB5,5268
3510,SERPINB6,5269
3511,SERPINE2,5270
3512,SERPINB8,5271
3513,SERPINB9,5272
3514,SERPINB10,5273
3515,SERPINI1,5274
3516,SERPINB13,5275
3517,SERPINI2,5276
3518,PIGA,5277
3519,PIGC,5279
3520,PIGF,5281
3521,PIGH,5283
3522,PIGR,5284
3523,PIK3C2A,5286
3524,PIK3C2B,5287
3525,PIK3C2G,5288
3526,PIK3C3,5289
3527,PIK3CA,5290
3528,PIK3CB,5291
3529,PIM1,5292
3530,PIK3CD,5293
3531,PIK3CG,5294
3532,PIK3R1,5295
3533,PIK3R2,5296
3534,PI4KA,5297
3535,PI4KB,5298
3536,PIN1,5300
3537,PIN4,5303
3538,PIP,5304
3539,PIP4K2A,5305
3540,PITPNA,5306
3541,PITX1,5307
3542,PITX2,5308
3543,PITX3,5309
3544,PKD1,5310
3545,PKD2,5311
3546,PKLR,5313
3547,PKHD1,5314
3548,PKM,5315
3549,PKNOX1,5316
3550,PKP1,5317
3551,PKP2,5318
3552,PLA2G1B,5319
3553,PLA2G2A,5320
3554,PLA2G4A,5321
3555,PLA2G5,5322
3556,PLAG1,5324
3557,PLAGL1,5325
3558,PLAGL2,5326
3559,PLAT,5327
3560,PLAU,5328
3561,PLAUR,5329
3562,PLCB2,5330
3563,PLCB3,5331
3564,PLCB4,5332
3565,PLCD1,5333
3566,PLCL1,5334
3567,PLCG1,5335
3568,PLCG2,5336
3569,PLD1,5337
3570,PLD2,5338
3571,PLEC,5339
3572,PLG,5340
3573,PLEK,5341
3574,PLGLB2,5342
3575,PLGLB1,5343
3576,SERPINF2,5345
3577,PLIN1,5346
3578,PLK1,5347
3579,FXYD1,5348
3580,FXYD3,5349
3581,PLN,5350
3582,PLOD1,5351
3583,PLOD2,5352
3584,PLP1,5354
3585,PLP2,5355
3586,PLRG1,5356
3587,PLS1,5357
3588,PLS3,5358
3589,PLSCR1,5359
3590,PLTP,5360
3591,PLXNA1,5361
3592,PLXNA2,5362
3593,PLXNB1,5364
3594,PLXNB3,5365
3595,PMAIP1,5366
3596,PMCH,5367
3597,PNOC,5368
3598,PML,5371
3599,PMM1,5372
3600,PMP2,5375
3601,PMP22,5376
3602,PMS1,5378
3603,EXOSC9,5393
3604,EXOSC10,5394
3605,PMS2,5395
3606,PRRX1,5396
3607,PNLIP,5406
3608,PNLIPRP1,5407
3609,PNMT,5409
3610,PNN,5411
3611,UBL3,5412
3612,SEPTIN5,5413
3613,SEPTIN4,5414
3614,PODXL,5420
3615,POLA1,5422
3616,POLB,5423
3617,POLD1,5424
3618,POLD2,5425
3619,POLE,5426
3620,POLE2,5427
3621,POLG,5428
3622,POLH,5429
3623,POLR2A,5430
3624,POLR2B,5431
3625,POLR2C,5432
3626,POLR2D,5433
3627,POLR2E,5434
3628,POLR2F,5435
3629,POLR2G,5436
3630,POLR2H,5437
3631,POLR2I,5438
3632,POLR2J,5439
3633,POLR2K,5440
3634,POLR2L,5441
3635,POLRMT,5442
3636,POMC,5443
3637,PON1,5444
3638,PON2,5445
3639,PON3,5446
3640,POR,5447
3641,POU1F1,5449
3642,POU2AF1,5450
3643,POU2F1,5451
3644,POU2F2,5452
3645,POU3F1,5453
3646,POU3F2,5454
3647,POU3F3,5455
3648,POU3F4,5456
3649,POU4F1,5457
3650,POU4F2,5458
3651,POU4F3,5459
3652,POU5F1,5460
3653,POU5F1B,5462
3654,POU6F1,5463
3655,PPA1,5464
3656,PPARA,5465
3657,PPARD,5467
3658,PPARG,5468
3659,MED1,5469
3660,PPEF2,5470
3661,PPAT,5471
3662,PPBP,5473
3663,PPEF1,5475
3664,CTSA,5476
3665,PPIA,5478
3666,PPIB,5479
3667,PPIC,5480
3668,PPID,5481
3669,PPL,5493
3670,PPM1A,5494
3671,PPM1B,5495
3672,PPM1G,5496
3673,PPOX,5498
3674,PPP1CA,5499
3675,PPP1CB,5500
3676,PPP1CC,5501
3677,PPP1R1A,5502
3678,PPP1R2,5504
3679,PPP1R3A,5506
3680,PPP1R3C,5507
3681,PPP1R3D,5509
3682,PPP1R7,5510
3683,PPP1R8,5511
3684,PPP1R8P1,5512
3685,PPP1R10,5514
3686,PPP2CA,5515
3687,PPP2CB,5516
3688,PPP2R1A,5518
3689,PPP2R1B,5519
3690,PPP2R2A,5520
3691,PPP2R2B,5521
3692,PPP2R2C,5522
3693,PPP2R3A,5523
3694,PTPA,5524
3695,PPP2R5A,5525
3696,PPP2R5B,5526
3697,PPP2R5C,5527
3698,PPP2R5D,5528
3699,PPP2R5E,5529
3700,PPP3CA,5530
3701,PPP4C,5531
3702,PPP3CB,5532
3703,PPP3CC,5533
3704,PPP3R1,5534
3705,PPP3R2,5535
3706,PPP5C,5536
3707,PPP6C,5537
3708,PPT1,5538
3709,PPY,5539
3710,NPY4R,5540
3711,PRB1,5542
3712,PRB3,5544
3713,PRB4,5545
3714,PRCC,5546
3715,PRCP,5547
3716,PRELP,5549
3717,PREP,5550
3718,PRF1,5551
3719,SRGN,5552
3720,PRG2,5553
3721,PRH1,5554
3722,PRH2,5555
3723,PRIM1,5557
3724,PRIM2,5558
3725,PRKAA1,5562
3726,PRKAA2,5563
3727,PRKAB1,5564
3728,PRKAB2,5565
3729,PRKACA,5566
3730,PRKACB,5567
3731,PRKACG,5568
3732,PKIA,5569
3733,PKIB,5570
3734,PRKAG1,5571
3735,PRKAR1A,5573
3736,PRKAR1AP1,5574
3737,PRKAR1B,5575
3738,PRKAR2A,5576
3739,PRKAR2B,5577
3740,PRKCA,5578
3741,PRKCB,5579
3742,PRKCD,5580
3743,PRKCE,5581
3744,PRKCG,5582
3745,PRKCH,5583
3746,PRKCI,5584
3747,PKN1,5585
3748,PKN2,5586
3749,PRKD1,5587
3750,PRKCQ,5588
3751,PRKCSH,5589
3752,PRKCZ,5590
3753,PRKDC,5591
3754,PRKG1,5592
3755,PRKG2,5593
3756,MAPK1,5594
3757,MAPK3,5595
3758,MAPK4,5596
3759,MAPK6,5597
3760,MAPK7,5598
3761,MAPK8,5599
3762,MAPK11,5600
3763,MAPK9,5601
3764,MAPK13,5603
3765,MAP2K1,5604
3766,MAP2K2,5605
3767,MAP2K3,5606
3768,MAP2K5,5607
3769,MAP2K6,5608
3770,MAP2K7,5609
3771,EIF2AK2,5610
3772,DNAJC3,5611
3773,THAP12,5612
3774,PRKX,5613
3775,PRKY,5616
3776,PRL,5617
3777,PRLR,5618
3778,PRM1,5619
3779,PRM2,5620
3780,PRNP,5621
3781,PSPN,5623
3782,PROC,5624
3783,PRODH,5625
3784,PROP1,5626
3785,PROS1,5627
3786,PROX1,5629
3787,PRPH,5630
3788,PRPS1,5631
3789,PRPS2,5634
3790,PRPSAP1,5635
3791,PRPSAP2,5636
3792,PRRG1,5638
3793,PRRG2,5639
3794,LGMN,5641
3795,PRSS1,5644
3796,PRSS2,5645
3797,PRSS3,5646
3798,MASP1,5648
3799,RELN,5649
3800,KLK7,5650
3801,TMPRSS15,5651
3802,PRSS8,5652
3803,KLK6,5653
3804,HTRA1,5654
3805,KLK10,5655
3806,PRTN3,5657
3807,PSAP,5660
3808,PSD,5662
3809,PSEN1,5663
3810,PSEN2,5664
3811,PSG1,5669
3812,PSG2,5670
3813,PSG3,5671
3814,PSG4,5672
3815,PSG5,5673
3816,PSG6,5675
3817,PSG7,5676
3818,PSG9,5678
3819,PSG11,5680
3820,PSKH1,5681
3821,PSMA1,5682
3822,PSMA2,5683
3823,PSMA3,5684
3824,PSMA4,5685
3825,PSMA5,5686
3826,PSMA6,5687
3827,PSMA7,5688
3828,PSMB1,5689
3829,PSMB2,5690
3830,PSMB3,5691
3831,PSMB4,5692
3832,PSMB5,5693
3833,PSMB6,5694
3834,PSMB7,5695
3835,PSMB8,5696
3836,PYY,5697
3837,PSMB9,5698
3838,PSMB10,5699
3839,PSMC1,5700
3840,PSMC2,5701
3841,PSMC3,5702
3842,AL356000.1,5703
3843,PSMC4,5704
3844,PSMC5,5705
3845,PSMC6,5706
3846,PSMD1,5707
3847,PSMD2,5708
3848,PSMD3,5709
3849,PSMD4,5710
3850,PSMD5,5711
3851,PSMD7,5713
3852,PSMD8,5714
3853,PSMD9,5715
3854,PSMD10,5716
3855,PSMD11,5717
3856,PSMD12,5718
3857,PSMD13,5719
3858,PSME1,5720
3859,PSME2,5721
3860,PSPH,5723
3861,PTAFR,5724
3862,PTBP1,5725
3863,TAS2R38,5726
3864,PTCH1,5727
3865,PTEN,5728
3866,PTGDR,5729
3867,PTGDS,5730
3868,PTGER1,5731
3869,PTGER2,5732
3870,PTGER3,5733
3871,PTGER4,5734
3872,PTGFR,5737
3873,PTGFRN,5738
3874,PTGIR,5739
3875,PTGIS,5740
3876,PTH,5741
3877,PTGS1,5742
3878,PTGS2,5743
3879,PTHLH,5744
3880,PTH1R,5745
3881,PTH2R,5746
3882,PTK2,5747
3883,PTK6,5753
3884,PTK7,5754
3885,TWF1,5756
3886,PTMA,5757
3887,PTMS,5763
3888,PTN,5764
3889,QSOX1,5768
3890,PTPN1,5770
3891,PTPN2,5771
3892,PTPN3,5774
3893,PTPN4,5775
3894,PTPN6,5777
3895,PTPN7,5778
3896,PTPN9,5780
3897,PTPN11,5781
3898,PTPN12,5782
3899,PTPN13,5783
3900,PTPN14,5784
3901,PTPRA,5786
3902,PTPRB,5787
3903,PTPRC,5788
3904,PTPRD,5789
3905,PTPRCAP,5790
3906,PTPRE,5791
3907,PTPRF,5792
3908,PTPRG,5793
3909,PTPRH,5794
3910,PTPRJ,5795
3911,PTPRK,5796
3912,PTPRM,5797
3913,PTPRN,5798
3914,PTPRN2,5799
3915,PTPRO,5800
3916,PTPRR,5801
3917,PTPRS,5802
3918,PTPRZ1,5803
3919,PTS,5805
3920,PTX3,5806
3921,RAD1,5810
3922,PURA,5813
3923,PURB,5814
3924,PVALB,5816
3925,PVR,5817
3926,NECTIN1,5818
3927,NECTIN2,5819
3928,PWP2,5822
3929,PEX19,5824
3930,ABCD3,5825
3931,ABCD4,5826
3932,PXMP2,5827
3933,PEX2,5828
3934,PXN,5829
3935,PEX5,5830
3936,PYCR1,5831
3937,ALDH18A1,5832
3938,PCYT2,5833
3939,PYGB,5834
3940,PYGL,5836
3941,PYGM,5837
3942,PZP,5858
3943,QARS1,5859
3944,QDPR,5860
3945,RAB1A,5861
3946,RAB2A,5862
3947,RGL2,5863
3948,RAB3A,5864
3949,RAB3B,5865
3950,RAB3IL1,5866
3951,RAB4A,5867
3952,RAB5A,5868
3953,RAB5B,5869
3954,RAB6A,5870
3955,MAP4K2,5871
3956,RAB13,5872
3957,RAB27A,5873
3958,RAB27B,5874
3959,RABGGTA,5875
3960,RABGGTB,5876
3961,RABIF,5877
3962,RAB5C,5878
3963,RAC1,5879
3964,RAC2,5880
3965,RAC3,5881
3966,RAD9A,5883
3967,RAD17,5884
3968,RAD21,5885
3969,RAD23A,5886
3970,RAD23B,5887
3971,RAD51,5888
3972,RAD51C,5889
3973,RAD51B,5890
3974,MOK,5891
3975,RAD51D,5892
3976,RAD52,5893
3977,RAF1,5894
3978,RAG1,5896
3979,RAG2,5897
3980,RALA,5898
3981,RALB,5899
3982,RALGDS,5900
3983,RAN,5901
3984,RANBP1,5902
3985,RANBP2,5903
3986,RANGAP1,5905
3987,RAP1A,5906
3988,RAP1B,5908
3989,RAP1GAP,5909
3990,RAP1GDS1,5910
3991,RAP2A,5911
3992,RAP2B,5912
3993,RAPSN,5913
3994,RARA,5914
3995,RARB,5915
3996,RARG,5916
3997,RARS1,5917
3998,RARRES1,5918
3999,RARRES2,5919
4000,PLAAT4,5920
4001,RASA1,5921
4002,RASA2,5922
4003,RASGRF1,5923
4004,RASGRF2,5924
4005,RB1,5925
4006,ARID4A,5926
4007,KDM5A,5927
4008,RBBP4,5928
4009,RBBP5,5929
4010,RBBP6,5930
4011,RBBP7,5931
4012,RBBP8,5932
4013,RBL1,5933
4014,RBL2,5934
4015,RBM3,5935
4016,RBM4,5936
4017,RBMS1,5937
4018,RBMS2,5939
4019,RBMY1A1,5940
4020,RBP1,5947
4021,RBP2,5948
4022,RBP3,5949
4023,RBP4,5950
4024,RCN1,5954
4025,RCN2,5955
4026,OPN1LW,5956
4027,RCVRN,5957
4028,RDH5,5959
4029,PRPH2,5961
4030,RDX,5962
4031,RECQL,5965
4032,REL,5966
4033,REG1A,5967
4034,REG1B,5968
4035,RELA,5970
4036,RELB,5971
4037,REN,5972
4038,RENBP,5973
4039,UPF1,5976
4040,DPF2,5977
4041,REST,5978
4042,RET,5979
4043,REV3L,5980
4044,RFC1,5981
4045,RFC2,5982
4046,RFC3,5983
4047,RFC4,5984
4048,RFC5,5985
4049,RFNG,5986
4050,TRIM27,5987
4051,RFPL1,5988
4052,RFX1,5989
4053,RFX2,5990
4054,RFX3,5991
4055,RFX4,5992
4056,RFX5,5993
4057,RFXAP,5994
4058,RGR,5995
4059,RGS1,5996
4060,RGS2,5997
4061,RGS3,5998
4062,RGS4,5999
4063,RGS7,6000
4064,RGS10,6001
4065,RGS12,6002
4066,RGS13,6003
4067,RGS16,6004
4068,RHAG,6005
4069,RHCE,6006
4070,RHD,6007
4071,RHEB,6009
4072,RHO,6010
4073,GRK1,6011
4074,RLN1,6013
4075,RIT2,6014
4076,RING1,6015
4077,RIT1,6016
4078,RLBP1,6017
4079,RLF,6018
4080,RLN2,6019
4081,RNASE1,6035
4082,RNASE2,6036
4083,RNASE3,6037
4084,RNASE4,6038
4085,RNASE6,6039
4086,RNASEL,6041
4087,RNF2,6045
4088,BRD2,6046
4089,RNF4,6047
4090,RNF5,6048
4091,RNF6,6049
4092,RNH1,6050
4093,RNPEP,6051
4094,ABCE1,6059
4095,ROBO1,6091
4096,ROBO2,6092
4097,ROCK1,6093
4098,ROM1,6094
4099,RORA,6095
4100,RORB,6096
4101,RORC,6097
4102,ROS1,6098
4103,RP9,6100
4104,RP1,6101
4105,RP2,6102
4106,RPGR,6103
4107,RPA1,6117
4108,RPA2,6118
4109,RPA3,6119
4110,RPE,6120
4111,RPE65,6121
4112,RPL3,6122
4113,RPL3L,6123
4114,RPL4,6124
4115,RPL5,6125
4116,RPL9P7,6126
4117,RPL6,6128
4118,RPL7,6129
4119,RPL7A,6130
4120,RPL8,6132
4121,RPL9,6133
4122,RPL10,6134
4123,RPL11,6135
4124,RPL12,6136
4125,RPL13,6137
4126,RPL15,6138
4127,RPL17,6139
4128,RPL18,6141
4129,RPL18A,6142
4130,RPL19,6143
4131,RPL21,6144
4132,RPL21P1,6145
4133,RPL22,6146
4134,RPL23A,6147
4135,MRPL23,6150
4136,RPL24,6152
4137,RPL26,6154
4138,RPL27,6155
4139,RPL30,6156
4140,RPL27A,6157
4141,RPL28,6158
4142,RPL29,6159
4143,RPL31,6160
4144,RPL32,6161
4145,RPL32P1,6163
4146,RPL34,6164
4147,RPL35A,6165
4148,RPL36AL,6166
4149,RPL37,6167
4150,RPL37A,6168
4151,RPL38,6169
4152,RPL39,6170
4153,RPL41,6171
4154,RPL36A,6173
4155,RPL7P1,6174
4156,RPLP0,6175
4157,RPLP1,6176
4158,RPLP2,6181
4159,MRPL12,6182
4160,MRPS12,6183
4161,RPN1,6184
4162,RPN2,6185
4163,RPS2,6187
4164,RPS3,6188
4165,RPS3A,6189
4166,RPS4X,6191
4167,RPS4Y1,6192
4168,RPS5,6193
4169,RPS6,6194
4170,RPS6KA1,6195
4171,RPS6KA2,6196
4172,RPS6KA3,6197
4173,RPS6KB1,6198
4174,RPS6KB2,6199
4175,RPS7,6201
4176,RPS8,6202
4177,RPS9,6203
4178,RPS10,6204
4179,RPS11,6205
4180,RPS12,6206
4181,RPS13,6207
4182,RPS14,6208
4183,RPS15,6209
4184,RPS15A,6210
4185,RPS16,6217
4186,RPS17,6218
4187,RPS17P2,6219
4188,RPS18,6222
4189,RPS19,6223
4190,RPS20,6224
4191,RPS21,6227
4192,RPS23,6228
4193,RPS24,6229
4194,RPS25,6230
4195,RPS26,6231
4196,RPS27,6232
4197,RPS27A,6233
4198,RPS28,6234
4199,RPS29,6235
4200,RRAD,6236
4201,RRAS,6237
4202,RRBP1,6238
4203,RREB1,6239
4204,RRM1,6240
4205,RRM2,6241
4206,RTKN,6242
4207,RRM2P2,6244
4208,RRM2P4,6246
4209,RS1,6247
4210,RSC1A1,6248
4211,CLIP1,6249
4212,RSU1,6251
4213,RTN1,6252
4214,RTN2,6253
4215,RXRA,6256
4216,RXRB,6257
4217,RXRG,6258
4218,RYK,6259
4219,RYR1,6261
4220,RYR2,6262
4221,RYR3,6263
4222,S100A1,6271
4223,SORT1,6272
4224,S100A2,6273
4225,S100A3,6274
4226,S100A4,6275
4227,S100A5,6276
4228,S100A6,6277
4229,S100A7,6278
4230,S100A8,6279
4231,S100A9,6280
4232,S100A10,6281
4233,S100A11,6282
4234,S100A12,6283
4235,S100A13,6284
4236,S100B,6285
4237,S100P,6286
4238,SAA1,6288
4239,SAA2,6289
4240,SAA4,6291
4241,VPS52,6293
4242,SAFB,6294
4243,SAG,6295
4244,ACSM3,6296
4245,SALL2,6297
4246,SALL1,6299
4247,MAPK12,6300
4248,SARS1,6301
4249,TSPAN31,6302
4250,SAT1,6303
4251,SATB1,6304
4252,SBF1,6305
4253,MSMO1,6307
4254,SC5D,6309
4255,ATXN1,6310
4256,ATXN2,6311
4257,ATXN7,6314
4258,SERPINB3,6317
4259,SERPINB4,6318
4260,SCD,6319
4261,CLEC11A,6320
4262,SCML1,6322
4263,SCN1A,6323
4264,SCN1B,6324
4265,SCN2A,6326
4266,SCN2B,6327
4267,SCN3A,6328
4268,SCN4A,6329
4269,SCN4B,6330
4270,SCN5A,6331
4271,SCN7A,6332
4272,SCN8A,6334
4273,SCN9A,6335
4274,SCN10A,6336
4275,SCNN1A,6337
4276,SCNN1B,6338
4277,SCNN1D,6339
4278,SCNN1G,6340
4279,SCO1,6341
4280,SCP2,6342
4281,SCT,6343
4282,SCTR,6344
4283,SRL,6345
4284,CCL1,6346
4285,CCL2,6347
4286,CCL3,6348
4287,CCL4,6351
4288,CCL5,6352
4289,CCL7,6354
4290,CCL8,6355
4291,CCL11,6356
4292,CCL13,6357
4293,CCL14,6358
4294,CCL15,6359
4295,CCL16,6360
4296,CCL17,6361
4297,CCL18,6362
4298,CCL19,6363
4299,CCL20,6364
4300,CCL21,6366
4301,CCL22,6367
4302,CCL23,6368
4303,CCL24,6369
4304,CCL25,6370
4305,CXCL6,6372
4306,CXCL11,6373
4307,CXCL5,6374
4308,XCL1,6375
4309,CX3CL1,6376
4310,SDC1,6382
4311,SDC2,6383
4312,SDC4,6385
4313,SDCBP,6386
4314,CXCL12,6387
4315,SDF2,6388
4316,SDHA,6389
4317,SDHB,6390
4318,SDHC,6391
4319,SDHD,6392
4320,SEC13,6396
4321,SEC14L1,6397
4322,SECTM1,6398
4323,TRAPPC2,6399
4324,SEL1L,6400
4325,SELE,6401
4326,SELL,6402
4327,SELP,6403
4328,SELPLG,6404
4329,SEMA3F,6405
4330,SEMG1,6406
4331,SEMG2,6407
4332,SELENOP,6414
4333,SELENOW,6415
4334,MAP2K4,6416
4335,SET,6418
4336,SETMAR,6419
4337,SFPQ,6421
4338,SFRP1,6422
4339,SFRP2,6423
4340,SFRP4,6424
4341,SFRP5,6425
4342,SRSF1,6426
4343,SRSF2,6427
4344,SRSF3,6428
4345,SRSF4,6429
4346,SRSF5,6430
4347,SRSF6,6431
4348,SRSF7,6432
4349,SFSWAP,6433
4350,TRA2B,6434
4351,SFTPB,6439
4352,SFTPC,6440
4353,SFTPD,6441
4354,SGCA,6442
4355,SGCB,6443
4356,SGCD,6444
4357,SGCG,6445
4358,SGK1,6446
4359,SCG5,6447
4360,SGSH,6448
4361,SGTA,6449
4362,SH3BGR,6450
4363,SH3BGRL,6451
4364,SH3BP2,6452
4365,ITSN1,6453
4366,SH3GL1,6455
4367,SH3GL2,6456
4368,SH3GL3,6457
4369,SHB,6461
4370,SHBG,6462
4371,SHC1,6464
4372,FBXW4,6468
4373,SHH,6469
4374,SHMT1,6470
4375,SHMT2,6472
4376,SHOX,6473
4377,SHOX2,6474
4378,SI,6476
4379,SIAH1,6477
4380,SIAH2,6478
4381,ST6GAL1,6480
4382,ST3GAL1,6482
4383,ST3GAL2,6483
4384,ST3GAL4,6484
4385,ST3GAL3,6487
4386,ST8SIA1,6489
4387,PMEL,6490
4388,STIL,6491
4389,SIM1,6492
4390,SIM2,6493
4391,SIPA1,6494
4392,SIX1,6495
4393,SIX3,6496
4394,SKI,6497
4395,SKIL,6498
4396,SKIV2L,6499
4397,SKP1,6500
4398,SKP2,6502
4399,SLA,6503
4400,SLAMF1,6504
4401,SLC1A1,6505
4402,SLC1A2,6506
4403,SLC1A3,6507
4404,SLC4A3,6508
4405,SLC1A4,6509
4406,SLC1A5,6510
4407,SLC1A6,6511
4408,SLC1A7,6512
4409,SLC2A1,6513
4410,SLC2A2,6514
4411,SLC2A3,6515
4412,SLC2A4,6517
4413,SLC2A5,6518
4414,SLC3A1,6519
4415,SLC3A2,6520
4416,SLC4A1,6521
4417,SLC4A2,6522
4418,SLC5A1,6523
4419,SLC5A2,6524
4420,SMTN,6525
4421,SLC5A3,6526
4422,SLC5A4,6527
4423,SLC5A5,6528
4424,SLC6A1,6529
4425,SLC6A2,6530
4426,SLC6A3,6531
4427,SLC6A4,6532
4428,SLC6A6,6533
4429,SLC6A7,6534
4430,SLC6A8,6535
4431,SLC6A9,6536
4432,SLC6A11,6538
4433,SLC6A12,6539
4434,SLC6A13,6540
4435,SLC7A1,6541
4436,SLC7A2,6542
4437,SLC8A2,6543
4438,SLC7A4,6545
4439,SLC8A1,6546
4440,SLC8A3,6547
4441,SLC9A1,6548
4442,SLC9A2,6549
4443,SLC9A3,6550
4444,SLC9A5,6553
4445,SLC10A1,6554
4446,SLC10A2,6555
4447,SLC11A1,6556
4448,SLC12A1,6557
4449,SLC12A2,6558
4450,SLC12A3,6559
4451,SLC12A4,6560
4452,SLC13A1,6561
4453,SLC14A1,6563
4454,SLC15A1,6564
4455,SLC15A2,6565
4456,SLC16A1,6566
4457,SLC16A2,6567
4458,SLC17A1,6568
4459,SLC34A1,6569
4460,SLC18A1,6570
4461,SLC18A2,6571
4462,SLC18A3,6572
4463,SLC19A1,6573
4464,SLC20A1,6574
4465,SLC20A2,6575
4466,SLC25A1,6576
4467,SLCO2A1,6578
4468,SLCO1A2,6579
4469,SLC22A1,6580
4470,SLC22A3,6581
4471,SLC22A2,6582
4472,SLC22A4,6583
4473,SLC22A5,6584
4474,SLIT1,6585
4475,SLIT3,6586
4476,SLN,6588
4477,SLPI,6590
4478,SNAI2,6591
4479,SMARCA1,6594
4480,SMARCA2,6595
4481,HLTF,6596
4482,SMARCA4,6597
4483,SMARCB1,6598
4484,SMARCC1,6599
4485,SMARCC2,6601
4486,SMARCD1,6602
4487,SMARCD2,6603
4488,SMARCD3,6604
4489,SMARCE1,6605
4490,SMN1,6606
4491,SMN2,6607
4492,SMO,6608
4493,SMPD1,6609
4494,SMPD2,6610
4495,SMS,6611
4496,SUMO3,6612
4497,SUMO2,6613
4498,SIGLEC1,6614
4499,SNAI1,6615
4500,SNAP25,6616
4501,SNAPC1,6617
4502,SNAPC2,6618
4503,SNAPC3,6619
4504,SNCB,6620
4505,SNAPC4,6621
4506,SNCA,6622
4507,SNCG,6623
