,gene_name,entrez_id
14484,RNF166,115992
14485,RMI2,116028
14486,OSR2,116039
14487,LRRC58,116064
14488,LYSMD3,116068
14489,BATF2,116071
14490,SLC22A12,116085
14491,DNTTIP1,116092
14492,FOXP4,116113
14493,ZNF526,116115
14494,LRRC3B,116135
14495,KLHDC3,116138
14496,WDR92,116143
14497,NUS1,116150
14498,FAM210B,116151
14499,PHACTR3,116154
14500,CYYR1,116159
14501,CMTM5,116173
14502,TGM7,116179
14503,TM4SF19,116211
14504,FAM122A,116224
14505,ZMYND19,116225
14506,COX20,116228
14507,ABHD15,116236
14508,TLCD1,116238
14509,GINM1,116254
14510,MOGAT1,116255
14511,ACSM1,116285
14512,C8orf34,116328
14513,PANX3,116337
14514,RBP7,116362
14515,SLC26A8,116369
14516,LYPD1,116372
14517,IL22RA2,116379
14518,ZNF837,116412
14519,TM4SF18,116441
14520,RAB39B,116442
14521,GRIN3A,116443
14522,GRIN3B,116444
14523,TOP1MT,116447
14524,OLIG1,116448
14525,CLNK,116449
14526,TSEN15,116461
14527,NIBAN1,116496
14528,MAS1L,116511
14529,MRGPRD,116512
14530,APOA5,116519
14531,MRGPRE,116534
14532,MRGPRF,116535
14533,MRPL53,116540
14534,MRPL54,116541
14535,PPP1R27,116729
14536,RPL39L,116832
14537,HSPA12B,116835
14538,CNTROB,116840
14539,SNAP47,116841
14540,LEAP2,116842
14541,SLC18B1,116843
14542,LRG1,116844
14543,MED12L,116931
14544,RPL3P2,116935
14545,WDR17,116966
14546,ART5,116969
14547,ACAP3,116983
14548,ARAP2,116984
14549,ARAP1,116985
14550,AGAP2,116986
14551,AGAP1,116987
14552,AGAP3,116988
14553,TADA1,117143
14554,CATSPER1,117144
14555,THEM4,117145
14556,DACH2,117154
14557,CATSPER2,117155
14558,SCGB3A2,117156
14559,SH2D1B,117157
14560,DCD,117159
14561,WFIKKN1,117166
14562,RAB3IP,117177
14563,SSX2IP,117178
14564,MRGPRX2,117194
14565,MRGPRX3,117195
14566,MRGPRX4,117196
14567,PLAAT5,117245
14568,FTSJ3,117246
14569,SLC16A10,117247
14570,GALNT15,117248
14571,IP6K3,117283
14572,DEFB118,117285
14573,CIB3,117286
14574,TAGAP,117289
14575,TMC1,117531
14576,TMC2,117532
14577,RLN3,117579
14578,TWIST2,117581
14579,PARD3B,117583
14580,RFFL,117584
14581,ZNF354B,117608
14582,TRIM6,117854
14583,UBE2J2,118424
14584,BORCS5,118426
14585,OLFM3,118427
14586,ANTXR2,118429
14587,MUCL1,118430
14588,GPR62,118442
14589,EXOSC6,118460
14590,C10orf71,118461
14591,PRAP1,118471
14592,ZNF511,118472
14593,CHCHD1,118487
14594,MSS51,118490
14595,CFAP70,118491
14596,C10orf90,118611
14597,BTBD16,118663
14598,FAM24A,118670
14599,PSTK,118672
14600,ZNF488,118738
14601,PIK3AP1,118788
14602,MORN4,118812
14603,ZFYVE27,118813
14604,MMP21,118856
14605,COMTD1,118881
14606,FRA10AC1,118924
14607,ANKRD22,118932
14608,SFXN2,118980
14609,PDZD8,118987
14610,AGAP4,119016
14611,BORCS7,119032
14612,LYZL2,119180
14613,GSTO2,119391
14614,SFR1,119392
14615,CALHM3,119395
14616,CTAGE7P,119437
14617,CLRN3,119467
14618,ANAPC16,119504
14619,PNLIPRP3,119548
14620,SFXN4,119559
14621,CPXM2,119587
14622,OR52E2,119678
14623,OR52J3,119679
14624,OR51L1,119682
14625,OR51A7,119687
14626,OR51S1,119692
14627,OR51F2,119694
14628,OR52R1,119695
14629,C11orf74,119710
14630,KRT18P14,119722
14631,OR4C46,119749
14632,OR4X2,119764
14633,OR4B1,119765
14634,OR52M1,119772
14635,OR52K2,119774
14636,OR5P2,120065
14637,OR5P3,120066
14638,LARGE2,120071
14639,SLC36A4,120103
14640,FAT3,120114
14641,UBTFL2,120126
14642,TRIM64,120146
14643,TMEM45B,120224
14644,CYP2R1,120227
14645,DBX1,120237
14646,AP000942.1,120318
14647,COLCA2,120376
14648,PIH1D2,120379
14649,NXPE1,120400
14650,NXPE2,120406
14651,JAML,120425
14652,DNAJC24,120526
14653,ARL14EP,120534
14654,OR8I2,120586
14655,OR2D3,120775
14656,OR2D2,120776
14657,OR52W1,120787
14658,OR56A4,120793
14659,OR56A1,120796
14660,TRIM51GP,120824
14661,DEPDC4,120863
14662,RPL7P38,120872
14663,LRRK2,120892
14664,CCDC38,120935
14665,TMEM52B,120939
14666,FAM186A,121006
14667,C12orf45,121053
14668,KRT18P20,121054
14669,OR2AP1,121129
14670,OR10P1,121130
14671,AC009779.5,121131
14672,SDR9C7,121214
14673,LRIG3,121227
14674,TMEM132D,121256
14675,SLC15A4,121260
14676,RHEBL1,121268
14677,C12orf54,121273
14678,ZNF641,121274
14679,OR10AD1,121275
14680,TPH2,121278
14681,AC078878.1,121296
14682,GGTA2P,121328
14683,SP7,121340
14684,GTSF1,121355
14685,OR10A7,121364
14686,KRT74,121391
14687,NEDD1,121441
14688,IKBIP,121457
14689,H4-16,121504
14690,ERP27,121506
14691,FGD4,121512
14692,AEBP2,121536
14693,ASCL4,121549
14694,BTBD11,121551
14695,SPIC,121599
14696,ANO4,121601
14697,ALKBH2,121642
14698,FOXN4,121643
14699,SPPL3,121665
14700,TEX29,121793
14701,PPIAP26,121981
14702,CSNK1A1L,122011
14703,RXFP2,122042
14704,TEX26,122046
14705,SLAIN1,122060
14706,RIOK3P1,122145
14707,PRR20A,122183
14708,SPACA7,122258
14709,TDRD9,122402
14710,RPL21P12,122409
14711,ANKRD9,122416
14712,AK7,122481
14713,IFI27L1,122509
14714,C14orf28,122525
14715,TRAPPC6B,122553
14716,AL133163.1,122589
14717,KRT18P6,122592
14718,CLBA1,122616
14719,PLD4,122618
14720,ADSS1,122622
14721,RNASE11,122651
14722,TPPP2,122664
14723,RNASE8,122665
14724,MRPL52,122704
14725,PSMB11,122706
14726,OR4K14,122740
14727,OR4L1,122742
14728,OR11H6,122748
14729,LRR1,122769
14730,KLHDC1,122773
14731,FRMD6,122786
14732,SOCS4,122809
14733,NAA30,122830
14734,GPHB5,122876
14735,NOXRED1,122945
14736,JDP2,122953
14737,ISCA2,122961
14738,ACOT4,122970
14739,TTC8,123016
14740,TC2N,123036
14741,SLC24A4,123041
14742,SLC25A29,123096
14743,DEGS2,123099
14744,KLHL33,123103
14745,LEO1,123169
14746,C15orf40,123207
14747,SENP8,123228
14748,MTFMT,123263
14749,SLC51B,123264
14750,TARS3,123283
14751,HIGD2B,123346
14752,LRRC28,123355
14753,TMEM266,123591
14754,NIPA1,123606
14755,AGBL1,123624
14756,HYKK,123688
14757,WHAMM,123720
14758,FSD2,123722
14759,PLA2G4E,123745
14760,C16orf46,123775
14761,NTAN1,123803
14762,FOPNL,123811
14763,DNAAF1,123872
14764,ACSM2A,123876
14765,DCUN1D3,123879
14766,NRN1L,123904
14767,CMTM3,123920
14768,C16orf78,123970
14769,SPATA2L,124044
14770,SPATA33,124045
14771,NOXO1,124056
14772,CCDC78,124093
14773,IQCK,124152
14774,ZG16B,124220
14775,PAQR4,124222
14776,ZC3H18,124245
14777,GPR139,124274
14778,CDYL2,124359
14779,ANKS3,124401
14780,UBALD1,124402
14781,SEPTIN12,124404
14782,ZNF720,124411
14783,TMEM219,124446
14784,EARS2,124454
14785,SNX20,124460
14786,TMEM170A,124491
14787,METTL23,124512
14788,HSF5,124535
14789,OR4D2,124538
14790,MSI2,124540
14791,SLC38A10,124565
14792,CANT1,124583
14793,USH1G,124590
14794,CD300LB,124599
14795,KIF19,124602
14796,ZPBP2,124626
14797,CYB5D1,124637
14798,OVCA2,124641
14799,USP43,124739
14800,KRBA2,124751
14801,C17orf64,124773
14802,SPATA32,124783
14803,HEXIM2,124790
14804,LSM12,124801
14805,CCDC43,124808
14806,CNTD1,124817
14807,TMEM132E,124842
14808,WFIKKN2,124857
14809,B4GALNT2,124872
14810,SPACA3,124912
14811,RSKR,124923
14812,SEZ6,124925
14813,ANKRD13B,124930
14814,SLC43A2,124935
14815,CYB5D2,124936
14816,C17orf49,124944
14817,ZFP3,124961
14818,GGT6,124975
14819,SPNS2,124976
14820,EFCAB13,124989
14821,MRPL10,124995
14822,WDR81,124997
14823,TBC1D16,125058
14824,AFMID,125061
14825,GJD3,125111
14826,KRT222,125113
14827,KRT40,125115
14828,ZSWIM7,125150
14829,MIEF2,125170
14830,SLC5A10,125206
14831,RPS2P46,125208
14832,FAM210A,125228
14833,LOXHD1,125336
14834,INO80C,125476
14835,TTC39C,125488
14836,DIPK1C,125704
14837,CLDND2,125875
14838,ZNF816,125893
14839,ZNF543,125919
14840,CEACAM20,125931
14841,RAVER1,125950
14842,OR7D4,125958
14843,OR7G1,125962
14844,OR1M1,125963
14845,COX6B2,125965
14846,CALR3,125972
14847,ACER1,125981
14848,MICOS13,125988
14849,MBD3L2,125997
14850,TRAPPC5,126003
14851,PCP2,126006
14852,OSCAR,126014
14853,ZNF813,126017
14854,EEF1DP1,126037
14855,ZNF441,126068
14856,ZNF491,126069
14857,ZNF440,126070
14858,SWSAP1,126074
14859,CCDC159,126075
14860,JOSD2,126119
14861,IZUMO2,126123
14862,CPT1C,126129
14863,ALDH16A1,126133
14864,NTN5,126147
14865,PPIAP58,126170
14866,NLRP13,126204
14867,NLRP8,126205
14868,NLRP5,126206
14869,ZNF787,126208
14870,ZNF573,126231
14871,RPS4XP21,126235
14872,WDR88,126248
14873,TMIGD2,126259
14874,EID2B,126272
14875,TNFAIP8L1,126282
14876,ZNF57,126295
14877,IRGQ,126298
14878,ZNF428,126299
14879,MOB3A,126308
14880,MFSD12,126321
14881,GIPC3,126326
14882,NDUFA11,126328
14883,MISP,126353
14884,LRRC25,126364
14885,OR1I1,126370
14886,WTIP,126374
14887,ZNF792,126375
14888,NR2C2AP,126382
14889,HSPB6,126393
14890,CCDC105,126402
14891,CYP4F22,126410
14892,RINL,126432
14893,FBXO27,126433
14894,PLK5,126520
14895,C19orf47,126526
14896,OR10H4,126541
14897,ANKLE1,126549
14898,C2CD4C,126567
14899,MRPL57P1,126581
14900,GABPB2,126626
14901,TCHHL1,126637
14902,RPTN,126638
14903,CCDC163,126661
14904,TDRD10,126668
14905,SHE,126669
14906,KDF1,126695
14907,CCSAP,126731
14908,LRRC38,126755
14909,AADACL3,126767
14910,PUSL1,126789
14911,B3GALT6,126792
14912,KRT8P21,126811
14913,WDR63,126820
14914,KLHDC9,126823
14915,AXDND1,126859
14916,MAB21L3,126868
14917,IFFO2,126917
14918,H3C14,126961
14919,SLC44A3,126969
14920,ATXN7L2,127002
14921,C1orf194,127003
14922,LYPLAL1,127018
14923,OR2M5,127059
14924,OR2M3,127062
14925,OR2T12,127064
14926,OR14C36,127066
14927,OR2T34,127068
14928,OR2T10,127069
14929,OR2T4,127074
14930,OR2T11,127077
14931,XRCC6P3,127086
14932,AL031864.2,127099
14933,ATP6V1G3,127124
14934,ASB17,127247
14935,TYW3,127253
14936,ERICH3,127254
14937,LRRIQ3,127255
14938,TPRG1L,127262
14939,PRXL2B,127281
14940,MYOM3,127294
14941,DMBX1,127343
14942,OR10J5,127385
14943,TMCO2,127391
14944,ZNF684,127396
14945,RPSAP20,127406
14946,TCEANC2,127428
14947,PODN,127435
14948,LRRC39,127495
14949,GJB4,127534
14950,HMGB4,127540
14951,RNF19B,127544
14952,AL355864.1,127545
14953,A3GALT2,127550
14954,DCST2,127579
14955,DNAH14,127602
14956,OR2AJ1,127608
14957,OR2B11,127623
14958,ZNF648,127665
14959,TEDDM1,127670
14960,C1orf122,127687
14961,OSCP1,127700
14962,C1orf216,127703
14963,KLHDC7A,127707
14964,VWA5B1,127731
14965,UBXN10,127733
14966,C1orf87,127795
14967,ARL8A,127829
14968,SYT2,127833
14969,GOLT1A,127845
14970,UHMK1,127933
14971,FCRLB,127943
14972,WDR64,128025
14973,C1orf131,128061
14974,LIX1L,128077
14975,AL356361.1,128136
14976,SPATA17,128153
14977,EDARADD,128178
14978,KLF17,128209
14979,TMEM125,128218
14980,TSACC,128229
14981,IQGAP3,128239
14982,NAXE,128240
14983,ARHGEF19,128272
14984,MRPL55,128308
14985,H2BU1,128312
14986,NUTF2P4,128322
14987,DRAM2,128338
14988,PIFO,128344
14989,C1orf162,128346
14990,OR10T2,128360
14991,OR6P1,128366
14992,OR10X1,128367
14993,OR10Z1,128368
14994,OR6K6,128371
14995,OR6N1,128372
14996,TATDN3,128387
14997,BHLHE23,128408
14998,NKAIN4,128414
14999,VSTM2L,128434
15000,FITM2,128486
15001,WFDC12,128488
15002,SPATA25,128497
15003,RPL13P2,128500
15004,OCSTAMP,128506
15005,TSHZ2,128553
15006,RPS4XP3,128580
15007,C20orf85,128602
15008,ZNF831,128611
15009,PIEZO1P1,128615
15010,TBC1D20,128637
15011,SIRPD,128646
15012,C20orf141,128653
15013,AL121916.1,128668
15014,PROKR2,128674
15015,RPS18P1,128676
15016,RPL23AP6,128709
15017,SLX4IP,128710
15018,RPS11P1,128718
15019,RPL15P1,128756
15020,RPL21P3,128760
15021,EIF4E2P1,128770
15022,SLC25A6P1,128790
15023,CSTL1,128817
15024,CST9L,128821
15025,CST9,128822
15026,DUSP15,128853
15027,BPIFB6,128859
15028,BPIFA3,128861
15029,RPL12P3,128862
15030,C20orf144,128864
15031,CHMP4B,128866
15032,PIGU,128869
15033,FAM83C,128876
15034,GAB4,128954
15035,C22orf39,128977
15036,TANGO2,128989
15037,SLC9A3P2,128997
15038,ZNF280A,129025
15039,SGSM1,129049
15040,EMID1,129080
15041,ANKRD54,129138
15042,PPP1R21,129285
15043,TMEM150A,129303
15044,NUP35,129401
15045,XIRP2,129446
15046,TYW5,129450
15047,NMS,129521
15048,LYG1,129530
15049,MITD1,129531
15050,AHCYP4,129560
15051,DIS3L2,129563
15052,CMPK2,129607
15053,MBOAT2,129642
15054,AC139712.1,129656
15055,CNTNAP5,129684
15056,TAF8,129685
15057,TMEM18,129787
15058,FBLN7,129804
15059,NEU4,129807
15060,RBM45,129831
15061,RPSAP25,129841
15062,C2orf73,129852
15063,TRIM43,129868
15064,BBS5,129880
15065,CCDC173,129881
15066,ACMSD,130013
15067,ICA1L,130026
15068,FAM168B,130074
15069,OR9A4,130075
15070,CIB4,130106
15071,REG3G,130120
15072,RFTN2,130132
15073,CLHC1,130162
15074,HSPA8P6,130195
15075,PLEKHH2,130271
15076,AP1S3,130340
15077,C2orf76,130355
15078,SGPP2,130367
15079,ACVR1C,130399
15080,RPSAP27,130429
15081,OSR1,130497
15082,TTC32,130502
15083,UBR3,130507
15084,KCTD18,130535
15085,FLACC1,130540
15086,ZNF513,130557
15087,SPATA3,130560
15088,LYPD6,130574
15089,LYPD6B,130576
15090,GALM,130589
15091,TMEM198,130612
15092,ZFAND2B,130617
15093,PSMB3P2,130700
15094,RPL7P13,130728
15095,TMEM178A,130733
15096,CPO,130749
15097,MDH1B,130752
15098,RPL23AP37,130773
15099,C2orf50,130813
15100,SLC66A3,130814
15101,TMEM182,130827
15102,AC012498.1,130865
15103,FBXO36,130888
15104,MTERF4,130916
15105,CCDC148,130940
15106,M1AP,130951
15107,CPNE4,131034
15108,AC068760.1,131054
15109,CCDC58,131076
15110,KCNH8,131096
15111,DNAJC19,131118
15112,OTOL1,131149
15113,FAM3D,131177
15114,RAD23BP1,131185
15115,ZPLD1,131368
15116,LYZL4,131375
15117,KLHL40,131377
15118,TRIM71,131405
15119,FAM131A,131408
15120,CD200R1,131450
15121,CHCHD4,131474
15122,ZDHHC19,131540
15123,CRYBG3,131544
15124,DCBLD2,131566
15125,LRRC15,131578
15126,FAM43A,131583
15127,TPRA1,131601
15128,TMEM42,131616
15129,UROC1,131669
15130,ERICH6,131831
15131,NUDT16,131870
15132,COL6A6,131873
15133,GRK7,131890
15134,TMEM207,131920
15135,METTL6,131965
15136,RHBDF1P1,131973
15137,TAMM41,132001
15138,IL17RE,132014
15139,RTP1,132112
15140,IQCF1,132141
15141,GLYCTK,132158
15142,PPM1M,132160
15143,C3orf49,132200
15144,SNTN,132203
15145,SYNPR,132204
15146,LSMEM2,132228
15147,H1-8,132243
15148,OCIAD2,132299
15149,SCLT1,132320
15150,C4orf33,132321
15151,TMEM155,132332
15152,KRT18P21,132391
15153,PABPC4L,132430
15154,ADAD1,132612
15155,ZFP42,132625
15156,LIN54,132660
15157,SPATA18,132671
15158,TUBB8P3,132719
15159,FAM241A,132720
15160,TMPRSS11B,132724
15161,GNPDA2,132789
15162,SPATA4,132851
15163,CPEB2,132864
15164,EVC2,132884
15165,ARL9,132946
15166,AASDH,132949
15167,PDCL2,132954
15168,C4orf36,132989
15169,PACRGL,133015
15170,TRAM1L1,133022
15171,OTOP1,133060
15172,ENPP6,133121
15173,SLC9B2,133308
15174,AC079238.1,133332
15175,SETD9,133383
15176,IL31RA,133396
15177,EMB,133418
15178,SLCO6A1,133482
15179,C5orf47,133491
15180,PPARGC1B,133522
15181,MROH2B,133558
15182,AC026798.1,133569
15183,EGFLAM,133584
15184,PRRC1,133619
15185,AC113367.1,133629
15186,NADK2,133686
15187,UGT3A1,133688
15188,CAPSL,133690
15189,JMY,133746
15190,AC093270.3,133748
15191,AC008799.1,133790
15192,C5orf58,133874
15193,ZNF474,133923
15194,CCDC127,133957
15195,OR2Y1,134083
15196,UBE2QL1,134111
15197,C5orf49,134121
15198,ATPSCKMT,134145
15199,CMBL,134147
15200,POU5F2,134187
15201,DNAJC21,134218
15202,AFAP1L1,134265
15203,GRPEL2,134266
15204,TMEM171,134285
15205,TMEM174,134288
15206,LSM11,134353
15207,POC5,134359
15208,GPR151,134391
15209,STARD4,134429
15210,WDR36,134430
15211,MRPL57P6,134490
15212,NUDCD2,134492
15213,EIF3KP1,134505
15214,UBLCP1,134510
15215,ACOT12,134526
15216,SOWAHA,134548
15217,SHROOM1,134549
15218,C5orf24,134553
15219,ADAT2,134637
15220,RIPPLY2,134701
15221,IRAK1BP1,134728
15222,AL390026.1,134756
15223,CLVS2,134829
15224,TAAR9,134860
15225,TAAR1,134864
15226,STXBP5,134957
15227,NCOA7,135112
15228,HINT3,135114
15229,PACRG,135138
15230,B3GAT2,135152
15231,SDHAF4,135154
15232,CD109,135228
15233,AL355312.6,135250
15234,PM20D2,135293
15235,SRSF12,135295
15236,C6orf141,135398
15237,HUS1B,135458
15238,TRIM40,135644
15239,MUCL3,135656
15240,TMEM270,135886
15241,TRIM50,135892
15242,OR9A2,135924
15243,LLCFC1,135927
15244,TMEM139,135932
15245,NOBOX,135935
15246,OR2A14,135941
15247,OR6B1,135946
15248,OR2F2,135948
15249,ZNF786,136051
15250,SSU72P8,136157
15251,COL26A1,136227
15252,PRSS37,136242
15253,KLF14,136259
15254,SSMEM1,136263
15255,C7orf57,136288
15256,SVOPL,136306
15257,MTPN,136319
15258,LRGUK,136332
15259,ASB10,136371
15260,PRSS58,136541
15261,MPLKIP,136647
15262,SSC4D,136853
15263,C7orf31,136895
15264,ASZ1,136991
15265,PPM1AP1,137012
15266,CLDN23,137075
15267,RPL10AP3,137107
15268,ZNF572,137209
15269,GOT1L1,137362
15270,FAM92A,137392
15271,VPS37A,137492
15272,NDUFAF6,137682
15273,TMEM68,137695
15274,ABRA,137735
15275,LYPD2,137797
15276,NKX2-6,137814
15277,TMEM71,137835
15278,SGCZ,137868
15279,ADHFE1,137872
15280,UBXN2B,137886
15281,PXDNL,137902
15282,GPAT4,137964
15283,UNC5D,137970
15284,LETM2,137994
15285,DCAF4L2,138009
15286,RALYL,138046
15287,HGSNAT,138050
15288,RNF183,138065
15289,NACC2,138151
15290,C9orf116,138162
15291,CARNMT1,138199
15292,ATP5PDP2,138234
15293,C9orf57,138240
15294,C9orf85,138241
15295,C9orf135,138255
15296,LCN8,138307
15297,DIPK1B,138311
15298,PTRH1,138428
15299,PIP5KL1,138429
15300,TAF1L,138474
15301,PTPDC1,138639
15302,ARID3C,138715
15303,RPP25L,138716
15304,C9orf131,138724
15305,OR13C5,138799
15306,OR13C8,138802
15307,OR13C3,138803
15308,OR13C4,138804
15309,OR13F1,138805
15310,ATP5PDP3,138864
15311,OR1L8,138881
15312,OR1N2,138882
15313,OR1N1,138883
15314,DPP3P2,138971
15315,KRT18P68,139060
15316,SLITRK4,139065
15317,SPANXN3,139067
15318,MAGEC3,139081
15319,BEND2,139105
15320,PASD1,139135
15321,DCAF12L1,139170
15322,DGKK,139189
15323,PIH1D3,139212
15324,PWWP3B,139221
15325,FAM199X,139231
15326,AMER1,139285
15327,APOOL,139322
15328,HDX,139324
15329,FUNDC1,139341
15330,ADGRG4,139378
15331,PTCHD1,139411
15332,PPP4R3C,139420
15333,MAGEB10,139422
15334,DCAF8L1,139425
15335,RPL6P30,139452
15336,OTUD6A,139562
15337,UPRT,139596
15338,MAGEE2,139599
15339,MAGEB16,139604
15340,FOXR2,139628
15341,GAB3,139716
15342,PNCK,139728
15343,ZFP92,139735
15344,ACTRT1,139741
15345,KRT18P44,139748
15346,GPR119,139760
15347,PAGE3,139793
15348,RBMXL3,139804
15349,DOCK11,139818
15350,SPIN4,139886
15351,AC004554.1,139952
15352,RPS4Y2,140032
15353,KRTAP13-1,140258
15354,TCP10L,140290
15355,RNF113B,140432
15356,MUC17,140453
15357,ASB11,140456
15358,ASB5,140458
15359,ASB6,140459
15360,ASB7,140460
15361,ASB8,140461
15362,ASB9,140462
15363,MYL6B,140465
15364,ZNF358,140467
15365,MYO3B,140469
15366,RNF32,140545
15367,APOBEC3D,140564
15368,S100A16,140576
15369,CHODL,140578
15370,DEFB104A,140596
15371,TCEAL2,140597
15372,SELENOM,140606
15373,NEK7,140609
15374,ZFP28,140612
15375,ACTRT2,140625
15376,GATA5,140628
15377,RPL21P4,140660
15378,SLC32A1,140679
15379,C20orf96,140680
15380,BPIFA2,140683
15381,ZBTB46,140685
15382,WFDC3,140686
15383,GCNT7,140687
15384,NOL4L,140688
15385,CBLN4,140689
15386,CTCFL,140690
15387,TRIM69,140691
15388,RPL37P1,140696
15389,RPL36P1,140697
15390,MROH8,140699
15391,SAMD10,140700
15392,ABHD16B,140701
15393,CCM2L,140706
15394,SOGA1,140710
15395,TLDC2,140711
15396,RPS3AP3,140713
15397,RPS27AP3,140714
15398,RPL21P2,140715
15399,RPL35AP,140716
15400,RIMS4,140730
15401,ANKRD60,140731
15402,SUN5,140732
15403,MACROD2,140733
15404,DYNLL2,140735
15405,TMEM37,140738
15406,UBE2F,140739
15407,RPL17P1,140748
15408,RPL5P2,140749
15409,RPS27AP2,140752
15410,RPL31P2,140753
15411,RPS3P1,140754
15412,RPS2P1,140755
15413,RPL7AP14,140756
15414,RPS10P2,140758
15415,RPL19P1,140759
15416,RPL24P2,140760
15417,RPS3P2,140761
15418,ADAMTS14,140766
15419,NRSN1,140767
15420,SMCR8,140775
15421,RPL10L,140801
15422,TRPM6,140803
15423,KRT72,140807
15424,SRXN1,140809
15425,ROMO1,140823
15426,NEURL2,140825
15427,ZSWIM3,140831
15428,WFDC10A,140832
15429,BANF2,140836
15430,NANP,140838
15431,DEFB127,140850
15432,MT1P3,140851
15433,SCP2D1,140856
15434,RPL7P3,140857
15435,ISM1,140862
15436,SPINT5P,140863
15437,WFDC6,140870
15438,C20orf173,140873
15439,RIPOR3,140876
15440,CST11,140880
15441,DEFB129,140881
15442,ZNF280B,140883
15443,SIRPA,140885
15444,PABPC5,140886
15445,SREK1,140890
15446,RBBP8NL,140893
15447,CNBD2,140894
15448,HSPE1P1,140895
15449,STK35,140901
15450,R3HDML,140902
15451,MTCO2P1,140909
15452,PPIAP10,140913
15453,AC092045.1,140921
15454,DCANP1,140947
15455,MIB2,142678
15456,DUSP19,142679
15457,SLC34A3,142680
15458,ITLN2,142683
15459,RAB40A,142684
15460,ASB15,142685
15461,ASB14,142686
15462,ASB12,142689
15463,ACSM6,142827
15464,SAMD8,142891
15465,LIPJ,142910
15466,TRUB1,142940
15467,MPP7,143098
15468,FRMPD2,143162
15469,VTI1A,143187
15470,DYDC1,143241
15471,EIF5AL1,143244
15472,HECTD2,143279
15473,FGFBP3,143282
15474,EIF3LP2,143341
15475,C10orf82,143379
15476,CACUL1,143384
15477,SYT9,143425
15478,LDLRAD3,143458
15479,PSMA8,143471
15480,OR52B4,143496
15481,OR52I2,143502
15482,OR51E1,143503
15483,SSU72P3,143506
15484,XRRA1,143570
15485,UBQLNL,143630
15486,MUC15,143662
15487,C11orf94,143678
15488,FAM76B,143684
15489,SESN3,143686
15490,PIWIL4,143689
15491,ARHGAP42,143872
15492,KBTBD3,143879
15493,CWF19L2,143884
15494,POGLUT3,143888
15495,LAYN,143903
15496,TTC36,143941
15497,SPINDOC,144097
15498,PLEKHA7,144100
15499,SPTY2D1,144108
15500,TMEM86A,144110
15501,OR10A5,144124
15502,OR2AG1,144125
15503,DNHD1,144132
15504,PRICKLE1,144165
15505,AMDHD1,144193
15506,SLC2A14,144195
15507,BCDIN3D,144233
15508,ALG10B,144245
15509,GLIPR1L2,144321
15510,ZNF664,144348
15511,ETFRF1,144363
15512,CPNE8,144402
15513,TMEM120B,144404
15514,WDR66,144406
15515,GLT1D1,144423
15516,TSPAN19,144448
15517,BEST3,144453
15518,E2F7,144455
15519,KRT80,144501
15520,CFAP54,144535
15521,A2ML1,144568
15522,C12orf66,144577
15523,RPL14P1,144581
15524,C12orf60,144608
15525,FBXL14,144699
15526,RAD9B,144715
15527,PHETA1,144717
15528,FAM216B,144809
15529,LACC1,144811
15530,HNRNPA1L2,144983
15531,B3GLCT,145173
15532,RDH12,145226
15533,AL133445.1,145235
15534,GSC,145258
15535,RPSAP4,145259
15536,SERPINA12,145264
15537,PRIMA1,145270
15538,MIPOL1,145282
15539,RPL21P7,145370
15540,PPP1R36,145376
15541,SLC38A6,145389
15542,ARMH4,145407
15543,ABHD12B,145447
15544,PTGR2,145482
15545,FAM161B,145483
15546,LRRC74A,145497
15547,ISM2,145501
15548,CEP128,145508
15549,MDP1,145553
15550,TTC7B,145567
15551,LRFN5,145581
15552,TERB2,145645
15553,C2CD4A,145741
15554,LYSMD4,145748
15555,RPS3AP6,145767
15556,FAM81A,145773
15557,GCOM1,145781
15558,C15orf65,145788
15559,PGPEP1L,145814
15560,C15orf61,145853
15561,HAPLN3,145864
15562,MESP2,145873
15563,TMCO5A,145942
15564,NRG4,145957
15565,ZSCAN29,146050
15566,RPS3AP47,146053
15567,TTBK2,146057
15568,CDAN1,146059
15569,RPL7P47,146110
15570,SLC38A8,146167
15571,VWA3A,146177
15572,OTOA,146183
15573,ZFP90,146198
15574,CARMIL2,146206
15575,KCTD19,146212
15576,CMTM4,146223
15577,CMTM2,146225
15578,BEAN1,146227
15579,TEKT5,146279
15580,RNF151,146310
15581,PRR35,146325
15582,FBXL16,146330
15583,C16orf92,146378
15584,GSG1L,146395
15585,SLC22A31,146429
15586,IL34,146433
15587,ZNF597,146434
15588,BICDL2,146439
15589,TMED6,146456
15590,ZNF785,146540
15591,ZNF688,146542
15592,PRSS36,146547
15593,C16orf89,146556
15594,C16orf71,146562
15595,MGAT5B,146664
15596,TOM1L2,146691
15597,TEPSIN,146705
15598,B3GNTL1,146712
15599,RBFOX3,146713
15600,CD300LF,146722
15601,DNAH2,146754
15602,RTN4RL1,146760
15603,EFCAB3,146779
15604,SLC47A2,146802
15605,CDRT15,146822
15606,CFAP52,146845
15607,CCDC42,146849
15608,PIK3R6,146850
15609,ODF4,146852
15610,C17orf50,146853
15611,SLFN13,146857
15612,SLC35G3,146861
15613,UNC45B,146862
15614,CD300LG,146894
15615,KIF18B,146909
15616,RUNDC1,146923
15617,EME1,146956
15618,TMEM199,147007
15619,PROCA1,147011
15620,DHRS13,147015
15621,KCTD11,147040
15622,NOTUM,147111
15623,TMC8,147138
15624,TRIM16L,147166
15625,WIPF2,147179
